code_nsf,code_scolarite,sigle_type_formation,libelle_type_formation,libelle_formation_principal,sigle_formation,duree,niveau_de_sortie_indicatif,code_rncp,niveau_de_certification,libelle_niveau_de_certification,tutelle,url_et_id_onisep,domainesous-domaine
221,,FCIL,formation complémentaire d'initiative locale,FCIL gastronomie : cuisine allégée et végétarienne,,1 an,bac + 1,,0,non inscrit au RNCP,non renseigné,https://www.onisep.fr/http/redirection/formation/slug/FOR.8452,"hôtellerie-restauration, tourisme/hôtellerie | hôtellerie-restauration, tourisme/restauration"
,,,formation d'école spécialisée,bachelor chargé de projet en nutrition,,1 an,bac + 3,,0,non inscrit au RNCP,non renseigné,https://www.onisep.fr/http/redirection/formation/slug/FOR.8903,"santé, social, sport/paramédical"
323,,,formation d'école spécialisée,monteur truquiste (EMC),,2 ans,bac + 2,,0,non inscrit au RNCP,non renseigné,https://www.onisep.fr/http/redirection/formation/slug/FOR.4322,"arts, culture, artisanat/arts graphiques | information-communication, audiovisuel/audiovisuel"
334,,FCIL,formation complémentaire d'initiative locale,FCIL mobilité internationale (hôtellerie-restauration),,1 an,bac + 1,,0,non inscrit au RNCP,non renseigné,https://www.onisep.fr/http/redirection/formation/slug/FOR.2604,"hôtellerie-restauration, tourisme/hôtellerie | hôtellerie-restauration, tourisme/restauration"
335,33633502,DEJEPS,"diplôme d'État de la jeunesse, de l'éducation populaire et du sport",DEJEPS spécialité perfectionnement sportif mention sports équestres,,2 ans,bac + 2,4863,3,niveau 5,Ministère chargé des sports,https://www.onisep.fr/http/redirection/formation/slug/FOR.6507,"santé, social, sport/sport"
335,,DEJEPS,"diplôme d'État de la jeunesse, de l'éducation populaire et du sport",DEJEPS spécialité perfectionnement sportif mention disciplines gymniques option A : disciplines gymniques acrobatiques,,2 ans,bac + 2,37571,3,niveau 5,Ministère chargé des sports,https://www.onisep.fr/http/redirection/formation/slug/FOR.8754,"santé, social, sport/sport"
324,36T32403,TP,titre professionnel,TP assistant immobilier,,1 an,bac + 2,40077,3,niveau 5,"Ministère du travail, de l'emploi et du dialogue social",https://www.onisep.fr/http/redirection/formation/slug/FOR.11019,"gestion des entreprises, comptabilité/administration de l'entreprise | économie, droit, politique/droit privé | banque, assurances, immobilier/immobilier | gestion des entreprises, comptabilité/secrétariat"
200,17020056,,diplôme d'ingénieur,diplôme d'ingénieur de l'École polytechnique universitaire de l'université de Lorraine spécialité génie industriel et gestion des risques,Polytech,3 ans,bac + 5,37812,1,niveau 7,Ministère de l'Enseignement supérieur et de la Recherche,https://www.onisep.fr/http/redirection/formation/slug/FOR.5916,"environnement, énergies, propreté/déchets, pollutions et risques | environnement, énergies, propreté/énergies | matières premières, fabrication, industries/génie industriel | logistique, transport/logistique | matières premières, fabrication, industries/maintenance, qualité | armée, sécurité/sécurité, prévention"
,,mastère spé.,mastère spécialisé,mastère spé. mobilités décarbonées et nouvelles énergies,,1 an,bac + 6,,0,non inscrit au RNCP,non renseigné,https://www.onisep.fr/http/redirection/formation/slug/FOR.8209,"environnement, énergies, propreté/déchets, pollutions et risques | environnement, énergies, propreté/énergies | environnement, énergies, propreté/environnement (généralités) | logistique, transport/transport"
114,,,licence,"licence mention mathématiques, physique, chimie, informatique",MPCI,3 ans,bac + 3,38974,2,niveau 6,Ministère de l'Enseignement supérieur et de la Recherche,https://www.onisep.fr/http/redirection/formation/slug/FOR.10314,"sciences/chimie | informatique, Internet/informatique (généralités) | sciences/mathématiques | sciences/physique"
,,CPI,cycle préparatoire intégré,cycle préparatoire intégré de JUNIA HEI (associé avec le Lycée La Salle de Lille) - prépa associée PCSI-PC,JUNIA HEI,2 ans,bac + 2,,0,non inscrit au RNCP,non renseigné,https://www.onisep.fr/http/redirection/formation/slug/FOR.10554,"sciences/chimie | matières premières, fabrication, industries/génie industriel | sciences/physique"
133,,,formation d'école spécialisée,diplôme supérieur d'écriture musicale et de musicologie du CNSMD de Paris,,5 ans,bac + 5,36801,1,niveau 7,Ministère de la Culture et de la communication,https://www.onisep.fr/http/redirection/formation/slug/FOR.4549,"arts, culture, artisanat/arts du spectacle"
320,,,formation d'école spécialisée,infographie éco-conception,,2 ans,bac + 2,,0,non inscrit au RNCP,non renseigné,https://www.onisep.fr/http/redirection/formation/slug/FOR.10089,"arts, culture, artisanat/arts graphiques | matières premières, fabrication, industries/études et développement"
110,,CPI,cycle préparatoire intégré,cycle préparatoire international JUNIA HEI-ISEN,JUNIA HEI-ISEN,2 ans,bac + 2,,0,non inscrit au RNCP,non renseigné,https://www.onisep.fr/http/redirection/formation/slug/FOR.2685,"informatique, Internet/informatique (généralités) | mécanique/mécanique (généralités)"
310,,mastère spé.,mastère spécialisé,mastère spé. stratégie et développement d'affaires internationales (emlyon - CentraleSupélec),,1 an,bac + 6,,0,non inscrit au RNCP,non renseigné,https://www.onisep.fr/http/redirection/formation/slug/FOR.733,"gestion des entreprises, comptabilité/administration de l'entreprise | commerce, marketing, vente/commerce international"
332 | 331,46033204,DU,diplôme d'université,DU animateur en épicerie solidaire,DSP,1 an,bac + 1,37204,4,niveau 4,non renseigné,https://www.onisep.fr/http/redirection/formation/slug/FOR.8921,"santé, social, sport/paramédical | santé, social, sport/travail social"
323,,,formation d'école spécialisée,formation de scénariste,,3 ans,bac + 3,,0,non inscrit au RNCP,non renseigné,https://www.onisep.fr/http/redirection/formation/slug/FOR.3979,"information-communication, audiovisuel/audiovisuel"
134,24132601,DN MADE,diplôme national des métiers d'art et du design,DN MADE mention graphisme,,3 ans,bac + 3,36943,2,niveau 6,Ministère de l'Enseignement supérieur et de la Recherche,https://www.onisep.fr/http/redirection/formation/slug/FOR.5497,"arts, culture, artisanat/arts graphiques"
326 | 310,,,formation d'école spécialisée,Bachelor of Business in Data Analytics (IESEG - Le Wagon),,3 ans,bac + 3,,0,non inscrit au RNCP,non renseigné,https://www.onisep.fr/http/redirection/formation/slug/FOR.10719,"informatique, Internet/bases de données | informatique, Internet/informatique (généralités) | commerce, marketing, vente/marketing, vente"
127,,,master,master mention théologie catholique,,2 ans,bac + 5,39473,1,niveau 7,Ministère de l'Enseignement supérieur et de la Recherche,https://www.onisep.fr/http/redirection/formation/slug/FOR.5038,"histoire-géographie, psychologie, sociologie/philosophie"
314,25031435,,licence professionnelle,licence pro mention métiers de la gestion et de la comptabilité : comptabilité et paie,,1 an,bac + 3,40107,2,niveau 6,Ministère de l'Enseignement supérieur et de la Recherche,https://www.onisep.fr/http/redirection/formation/slug/FOR.11058,"gestion des entreprises, comptabilité/comptabilité | gestion des entreprises, comptabilité/ressources humaines"
130,,CPGE,classe préparatoire littéraire et artistique,classe préparatoire de lettres (1re année),,1 an,bac + 1,,0,non inscrit au RNCP,Ministère de l'Enseignement supérieur et de la Recherche,https://www.onisep.fr/http/redirection/formation/slug/FOR.1471,"histoire-géographie, psychologie, sociologie/géographie | histoire-géographie, psychologie, sociologie/histoire | lettres, langues, enseignement/langues | lettres, langues, enseignement/lettres, linguistique | histoire-géographie, psychologie, sociologie/philosophie"
310,,,diplôme d'école de commerce visé de niveau bac + 4 ou 5,bachelor en sciences du management - diplôme de management global et coopérations interculturelles,,4 ans,bac + 4,36572,2,niveau 6,Chambre de commerce et d'industrie,https://www.onisep.fr/http/redirection/formation/slug/FOR.8821,"gestion des entreprises, comptabilité/administration de l'entreprise | commerce, marketing, vente/marketing, vente"
233,,,formation d'école spécialisée,architecture d'intérieur,,2 ans,bac + 5,,0,non inscrit au RNCP,non renseigné,https://www.onisep.fr/http/redirection/formation/slug/FOR.10245,"arts, culture, artisanat/arts appliqués"
312,,MSc,Master of Science,MSc International Business Development,,2 ans,bac + 5,,0,non inscrit au RNCP,non renseigné,https://www.onisep.fr/http/redirection/formation/slug/FOR.9586,"commerce, marketing, vente/marketing, vente"
241,40024202,,baccalauréat professionnel,bac pro artisanat et métiers d'art option tapissier d'ameublement,,3 ans,bac ou équivalent,39646,4,niveau 4,Ministère chargé de l'Éducation nationale,https://www.onisep.fr/http/redirection/formation/slug/FOR.5635,"construction, architecture, travaux publics/ameublement | arts, culture, artisanat/artisanat d'art"
310,20531024,,licence,licence mention administration économique et sociale,,3 ans,bac + 3,35923,2,niveau 6,Ministère de l'Enseignement supérieur et de la Recherche,https://www.onisep.fr/http/redirection/formation/slug/FOR.4756,"gestion des entreprises, comptabilité/administration de l'entreprise | économie, droit, politique/droit (généralités) | économie, droit, politique/sciences économiques"
335,,DESJEPS,"diplôme d'État supérieur de la jeunesse, de l'éducation populaire et du sport",DESJEPS spécialité performance sportive mention disciplines gymniques acrobatiques option D : tumbling,,2 ans,bac + 3,,2,niveau 6,non renseigné,https://www.onisep.fr/http/redirection/formation/slug/FOR.10513,"santé, social, sport/sport"
221,32022210,BTS,brevet de technicien supérieur,BTS biotechnologie en recherche et en production,,2 ans,bac + 2,38883,3,niveau 5,Ministère de l'Enseignement supérieur et de la Recherche,https://www.onisep.fr/http/redirection/formation/slug/FOR.9970,sciences/biologie
314,36331403,CS,certificat de spécialisation (agriculture),CS technicien-conseil en comptabilité et gestion agricoles,,1 an,bac + 3,2296,3,niveau 5,Ministère de l'Agriculture et de la Souveraineté alimentaire,https://www.onisep.fr/http/redirection/formation/slug/FOR.2304,"gestion des entreprises, comptabilité/administration de l'entreprise | agriculture, animaux/agriculture (généralités) | gestion des entreprises, comptabilité/comptabilité"
222,50022201,CAP,certificat d'aptitude professionnelle,CAP industries chimiques,,2 ans,CAP ou équivalent,39699,5,niveau 3,Ministère chargé de l'Éducation nationale,https://www.onisep.fr/http/redirection/formation/slug/FOR.539,"sciences/chimie | matières premières, fabrication, industries/fabrication, productique | matières premières, fabrication, industries/fonction production (généralités)"
124,16N12401,,formation d'école spécialisée,diplôme de psychologue de l'École de psychologues praticiens de l'Institut catholique de Paris,,5 ans,bac + 5,13953,1,niveau 7,Ministère de l'Enseignement supérieur et de la Recherche,https://www.onisep.fr/http/redirection/formation/slug/FOR.2805,"histoire-géographie, psychologie, sociologie/psychologie | santé, social, sport/santé (généralités)"
,,CPI,cycle préparatoire intégré,cycle préparatoire intégré de l'Institut supérieur des biotechnologies de Paris,Sup'Biotech,2 ans,bac + 2,,0,non inscrit au RNCP,non renseigné,https://www.onisep.fr/http/redirection/formation/slug/FOR.10235,"sciences/biologie | matières premières, fabrication, industries/génie industriel | santé, social, sport/santé (généralités)"
333,,,diplôme d'État du paramédical,diplôme d'État du certificat d'aptitude au professorat de l'enseignement des jeunes sourds,CAPEJS,2 ans,bac + 5,37573,1,niveau 7,Ministère des Solidarités et de la Santé,https://www.onisep.fr/http/redirection/formation/slug/FOR.9066,"lettres, langues, enseignement/enseignement"
,,FCIL,formation complémentaire d'initiative locale,FCIL menuiserie agencement nautique,,1 an,CAP ou équivalent + 1 an,,0,non inscrit au RNCP,non renseigné,https://www.onisep.fr/http/redirection/formation/slug/FOR.9913,"construction, architecture, travaux publics/agencement | mécanique/construction navale | construction, architecture, travaux publics/menuiserie"
335,,DU,diplôme d'université,"DU sport, commerce et services pour sportifs de haut niveau",,1 an,bac + 1,,0,non inscrit au RNCP,non renseigné,https://www.onisep.fr/http/redirection/formation/slug/FOR.2192,"information-communication, audiovisuel/communication | commerce, marketing, vente/marketing, vente | santé, social, sport/sport"
200,25125101,BUT,bachelor universitaire de technologie,BUT génie mécanique et productique parcours chargé d'affaires industrielles,,3 ans,bac + 3,35464,2,niveau 6,Ministère de l'Enseignement supérieur et de la Recherche,https://www.onisep.fr/http/redirection/formation/slug/FOR.7894,"mécanique/automatismes | matières premières, fabrication, industries/fabrication, productique | matières premières, fabrication, industries/génie industriel | informatique, Internet/informatique industrielle et technologique | commerce, marketing, vente/marketing, vente | mécanique/mécanique (généralités) | matières premières, fabrication, industries/méthodes industrialisation"
333,,,préparation à l'agrégation,préparation à l'agrégation d'histoire,,1 an,bac + 5,,0,non inscrit au RNCP,non renseigné,https://www.onisep.fr/http/redirection/formation/slug/FOR.1695,"lettres, langues, enseignement/enseignement | histoire-géographie, psychologie, sociologie/histoire"
233,45023316,BP,brevet professionnel,BP carreleur mosaïste,,2 ans,bac ou équivalent,38230,4,niveau 4,Ministère chargé de l'Éducation nationale,https://www.onisep.fr/http/redirection/formation/slug/FOR.626,"construction, architecture, travaux publics/finition"
341,,mastère spé.,mastère spécialisé,mastère spé. politiques et actions publiques pour le développement durable (AgroParisTech - École des Ponts ParisTech),PAPDD,1 an,bac + 6,,0,non inscrit au RNCP,non renseigné,https://www.onisep.fr/http/redirection/formation/slug/FOR.942,"environnement, énergies, propreté/environnement (généralités) | économie, droit, politique/sciences politiques"
,,DU,diplôme d'université,DU interdisciplinaire en criminologie critique,,2 ans,bac + 5,,0,non inscrit au RNCP,non renseigné,https://www.onisep.fr/http/redirection/formation/slug/FOR.7362,"économie, droit, politique/activité judiciaire"
312,26X31251,,formation d'école spécialisée,chargé de développement commercial franco-allemand,,1 an,bac + 4,34630,2,niveau 6,non renseigné,https://www.onisep.fr/http/redirection/formation/slug/FOR.9924,"commerce, marketing, vente/marketing, vente"
322 | 320,36X32204,,formation d'école spécialisée,infographiste,,1 an,bac + 2,39363,3,niveau 5,non renseigné,https://www.onisep.fr/http/redirection/formation/slug/FOR.10763,"arts, culture, artisanat/arts graphiques"
120,,DU,diplôme d'université,DU criminologie,,1 an,bac + 3,,0,non inscrit au RNCP,non renseigné,https://www.onisep.fr/http/redirection/formation/slug/FOR.2193,"économie, droit, politique/activité judiciaire | économie, droit, politique/droit (généralités)"
335,33633502,DEJEPS,"diplôme d'État de la jeunesse, de l'éducation populaire et du sport",DEJEPS spécialité perfectionnement sportif mention spéléologie,,2 ans,bac + 2,37224,3,niveau 5,Ministère chargé des sports,https://www.onisep.fr/http/redirection/formation/slug/FOR.8867,"santé, social, sport/sport"
336,36M33602,BM,brevet de maîtrise,BM esthéticien cosméticien,,2 ans,bac + 2,36403,3,niveau 5,Chambres de métiers et de l'artisanat,https://www.onisep.fr/http/redirection/formation/slug/FOR.7724,"santé, social, sport/esthétique"
346,,,diplôme d'ingénieur,diplôme d'ingénieur de l'École navale,EN,3 ans,bac + 5,16354,1,niveau 7,Ministère des Armées,https://www.onisep.fr/http/redirection/formation/slug/FOR.3131,"mécanique/aéronautique | mécanique/construction navale | armée, sécurité/défense publique | environnement, énergies, propreté/énergies | informatique, Internet/informatique (généralités) | matières premières, fabrication, industries/maintenance, qualité | sciences/mathématiques | sciences/physique | informatique, Internet/systèmes et réseaux | logistique, transport/transport"
134,24123002,DN MADE,diplôme national des métiers d'art et du design,DN MADE mention objet,,3 ans,bac + 3,36950,2,niveau 6,Ministère de l'Enseignement supérieur et de la Recherche,https://www.onisep.fr/http/redirection/formation/slug/FOR.5502,"arts, culture, artisanat/artisanat d'art | arts, culture, artisanat/arts graphiques | mécanique/mécanique (généralités) | matières premières, fabrication, industries/papier, carton"
201,25120101,BUT,bachelor universitaire de technologie,BUT génie électrique et informatique industrielle parcours automatisme et informatique industrielle,GEII AII,3 ans,bac + 3,35408,2,niveau 6,Ministère de l'Enseignement supérieur et de la Recherche,https://www.onisep.fr/http/redirection/formation/slug/FOR.7979,"mécanique/automatismes | électricité, électronique, robotique/électronique | électricité, électronique, robotique/électrotechnique | environnement, énergies, propreté/énergies | informatique, Internet/informatique industrielle et technologique | informatique, Internet/systèmes et réseaux"
123,,,master,"master mention sciences sociales, coopération et développement en Amérique latine / latin american studies",,2 ans,bac + 5,,1,niveau 7,non renseigné,https://www.onisep.fr/http/redirection/formation/slug/FOR.9686,"histoire-géographie, psychologie, sociologie/géographie | économie, droit, politique/sciences politiques | histoire-géographie, psychologie, sociologie/sciences sociales"
314,,,formation d'école spécialisée,comptable taxateur notarial,,1 an,bac + 2,,0,non inscrit au RNCP,non renseigné,https://www.onisep.fr/http/redirection/formation/slug/FOR.8215,"gestion des entreprises, comptabilité/comptabilité | économie, droit, politique/droit privé"
310,16X31055,,formation d'école spécialisée,Project management officer,,2 ans,bac + 5,36372,1,niveau 7,non renseigné,https://www.onisep.fr/http/redirection/formation/slug/FOR.7659,"commerce, marketing, vente/marketing, vente"
,,DU,diplôme d'université,DU préparation à l'entrée en formation d'orthophonie,,1 an,bac + 1,,0,non inscrit au RNCP,non renseigné,https://www.onisep.fr/http/redirection/formation/slug/FOR.8410,"santé, social, sport/paramédical"
331,,,licence,licence mention science et technique biomédicale,,3 ans,bac + 3,,2,niveau 6,non renseigné,https://www.onisep.fr/http/redirection/formation/slug/FOR.9774,"santé, social, sport/santé (généralités)"
233,40123301,BMA,brevet des métiers d'art,BMA volumes : staff et matériaux associés,,2 ans,bac ou équivalent,37555,4,niveau 4,Ministère chargé de l'Éducation nationale,https://www.onisep.fr/http/redirection/formation/slug/FOR.1357,"arts, culture, artisanat/artisanat d'art | matières premières, fabrication, industries/matériaux"
323,,,formation d'école spécialisée,praticien photographe,,2 ans,bac + 2,,0,non inscrit au RNCP,non renseigné,https://www.onisep.fr/http/redirection/formation/slug/FOR.3246,"information-communication, audiovisuel/audiovisuel"
334,56T33403,TP,titre professionnel,TP employé d'étage hôtellerie et hôtellerie de plein air,,1 an,CAP ou équivalent,38547,5,niveau 3,"Ministère du travail, de l'emploi et du dialogue social",https://www.onisep.fr/http/redirection/formation/slug/FOR.10209,"hôtellerie-restauration, tourisme/hôtellerie"
227,17022702,,diplôme d'ingénieur,diplôme d'ingénieur de l'École centrale de Lyon spécialité énergétique en partenariat avec l'ITII de Lyon,ECL Lyon,3 ans,bac + 5,39448,1,niveau 7,Ministère de l'Enseignement supérieur et de la Recherche,https://www.onisep.fr/http/redirection/formation/slug/FOR.6196,"environnement, énergies, propreté/énergies | construction, architecture, travaux publics/équipement technique | matières premières, fabrication, industries/études et développement | armée, sécurité/sécurité, prévention"
120,1351280T,,master,master mention droit de la propriété intellectuelle,,2 ans,bac + 5,38193,1,niveau 7,Ministère de l'Enseignement supérieur et de la Recherche,https://www.onisep.fr/http/redirection/formation/slug/FOR.9600,"économie, droit, politique/droit privé"
128,,,formation d'école spécialisée,MPA fonction publique internationale,,2 ans,bac + 5,,0,non inscrit au RNCP,non renseigné,https://www.onisep.fr/http/redirection/formation/slug/FOR.3468,"économie, droit, politique/droit international"
345,32034502,BTS,brevet de technicien supérieur,BTS collaborateur juriste notarial,,2 ans,bac + 2,36685,3,niveau 5,Ministère de l'Enseignement supérieur et de la Recherche,https://www.onisep.fr/http/redirection/formation/slug/FOR.7329,"économie, droit, politique/droit privé"
213,,,classe de mise à niveau (accès en STS),classe de mise à niveau pour entrer en BTS maritime Pêche et gestion de l'environnement marin,,1 an,bac + 1,,0,non inscrit au RNCP,Ministère de la transition écologique et de la Cohésion des territoires,https://www.onisep.fr/http/redirection/formation/slug/FOR.3706,"agriculture, animaux/pêche | logistique, transport/transport"
326,26X32653,,formation d'école spécialisée,"chef de projet systèmes, réseaux et sécurité",,3 ans,bac + 3,39115,2,niveau 6,non renseigné,https://www.onisep.fr/http/redirection/formation/slug/FOR.10382,"informatique, Internet/systèmes et réseaux | information-communication, audiovisuel/technologies de l'information"
210,46321409,CS,certificat de spécialisation (agriculture),CS arrosage automatique : espaces verts et sols sportifs,,1 an,bac + 1,35397,4,niveau 4,Ministère de l'Agriculture et de la Souveraineté alimentaire,https://www.onisep.fr/http/redirection/formation/slug/FOR.6894,"agriculture, animaux/agriculture (généralités) | environnement, énergies, propreté/aménagement paysager"
122,25512201,,formation d'école spécialisée,diplôme de premier cycle de l'université Paris-Dauphine mention économie appliquée,,3 ans,bac + 3,38371,2,niveau 6,non renseigné,https://www.onisep.fr/http/redirection/formation/slug/FOR.7335,"économie, droit, politique/sciences économiques"
320,,,formation d'école spécialisée,chef de projet innovation par le design,,1 an,bac + 5,38523,1,niveau 7,non renseigné,https://www.onisep.fr/http/redirection/formation/slug/FOR.10898,"arts, culture, artisanat/arts graphiques"
310,,MSc,Master of Science,MSc Innovation and Entrepreneurship,,2 ans,bac + 5,,0,non inscrit au RNCP,non renseigné,https://www.onisep.fr/http/redirection/formation/slug/FOR.7351,"gestion des entreprises, comptabilité/administration de l'entreprise | matières premières, fabrication, industries/fonction production (généralités)"
326,26X32656,,formation d'école spécialisée,"administrateur systèmes, réseaux et cybersécurité",,1 an,bac + 3,39611,2,niveau 6,non renseigné,https://www.onisep.fr/http/redirection/formation/slug/FOR.10623,"informatique, Internet/systèmes et réseaux | information-communication, audiovisuel/technologies de l'information"
336,46X33606,,formation d'école spécialisée,maquilleur perruquier du spectacle,,1 an,bac ou équivalent,37815,4,niveau 4,non renseigné,https://www.onisep.fr/http/redirection/formation/slug/FOR.9134,"santé, social, sport/esthétique"
,,FCIL,formation complémentaire d'initiative locale,FCIL biotechnologie parcours bio-diagnostic et bio-médicament,,1 an,bac + 3,,0,non inscrit au RNCP,non renseigné,https://www.onisep.fr/http/redirection/formation/slug/FOR.8904,sciences/biologie
233,,,formation d'école spécialisée,décoration d'intérieur,,3 ans,bac + 3,,0,non inscrit au RNCP,non renseigné,https://www.onisep.fr/http/redirection/formation/slug/FOR.4503,"arts, culture, artisanat/arts appliqués"
255,36M25501,BM,brevet de maîtrise,BM installateur en équipements électriques,,2 ans,bac + 2,37531,3,niveau 5,Chambres de métiers et de l'artisanat,https://www.onisep.fr/http/redirection/formation/slug/FOR.8892,"électricité, électronique, robotique/électrotechnique"
326,,,formation d'école spécialisée,expert en ingénierie logicielle,,5 ans,bac + 5,37985,1,niveau 7,non renseigné,https://www.onisep.fr/http/redirection/formation/slug/FOR.9295,"informatique, Internet/bases de données | informatique, Internet/développement, programmation, logiciel | informatique, Internet/informatique (généralités) | informatique, Internet/systèmes et réseaux"
128,,,préparation aux concours de la fonction publique,préparation aux concours de catégorie A de l'administration pénitentiaire,,1 an,bac + 4,,0,non inscrit au RNCP,Ministère de la Justice,https://www.onisep.fr/http/redirection/formation/slug/FOR.1408,"économie, droit, politique/droit (généralités)"
325,,,préparation aux concours de la fonction publique,préparation au concours d'attaché territorial de conservation du patrimoine (catégorie A),,1 an,bac + 4,,0,non inscrit au RNCP,non renseigné,https://www.onisep.fr/http/redirection/formation/slug/FOR.558,"arts, culture, artisanat/activités culturelles"
326,1702010P,,diplôme d'ingénieur,diplôme d'ingénieur de l'École nationale supérieure Mines-Télécom Atlantique Bretagne Pays de la Loire de l'Institut Mines-Télécom spécialité informatique en partenariat avec l'ITII Pays de la Loire,IMT,3 ans,bac + 5,36115,1,niveau 7,Ministère de l'Enseignement supérieur et de la Recherche,https://www.onisep.fr/http/redirection/formation/slug/FOR.6182,"gestion des entreprises, comptabilité/administration de l'entreprise | informatique, Internet/bases de données | informatique, Internet/développement, programmation, logiciel | matières premières, fabrication, industries/génie industriel | informatique, Internet/informatique (généralités) | sciences/mathématiques | information-communication, audiovisuel/multimédia | électricité, électronique, robotique/télécommunications"
110,,CPGE,classe préparatoire scientifique et technologique,"classe préparatoire mathématiques-physique (MP*), 2e année",,1 an,bac + 2,,0,non inscrit au RNCP,Ministère de l'Enseignement supérieur et de la Recherche,https://www.onisep.fr/http/redirection/formation/slug/FOR.1345,"mécanique/automatismes | électricité, électronique, robotique/électronique | électricité, électronique, robotique/électrotechnique | sciences/mathématiques | sciences/physique | électricité, électronique, robotique/télécommunications"
326,17032624,,diplôme d'ingénieur,diplôme d'ingénieur de l'Institut national des sciences appliquées Centre Val de Loire spécialité sécurité informatique,INSA,3 ans,bac + 5,,1,niveau 7,Ministère de l'Enseignement supérieur et de la Recherche,https://www.onisep.fr/http/redirection/formation/slug/FOR.5719,"gestion des entreprises, comptabilité/administration de l'entreprise | informatique, Internet/développement, programmation, logiciel | électricité, électronique, robotique/électronique | informatique, Internet/informatique (généralités) | informatique, Internet/systèmes et réseaux | information-communication, audiovisuel/technologies de l'information | électricité, électronique, robotique/télécommunications"
,,,formation d'école spécialisée,cinéma d'animation,,2 ans,bac + 5,,0,non inscrit au RNCP,non renseigné,https://www.onisep.fr/http/redirection/formation/slug/FOR.9991,"arts, culture, artisanat/arts graphiques | information-communication, audiovisuel/audiovisuel"
335,33633502,DEJEPS,"diplôme d'État de la jeunesse, de l'éducation populaire et du sport",DEJEPS spécialité perfectionnement sportif mention squash,,2 ans,bac + 2,,3,niveau 5,Ministère chargé des sports,https://www.onisep.fr/http/redirection/formation/slug/FOR.10488,"santé, social, sport/sport"
335,,,formation d'école spécialisée,moniteur de football,,1 an,bac ou équivalent,38292,4,niveau 4,non renseigné,https://www.onisep.fr/http/redirection/formation/slug/FOR.9717,"santé, social, sport/sport"
221,,,formation d'école spécialisée,cadre technique production et valorisation des ressources marines,CT-PVRM,3 ans,bac + 3,39469,2,niveau 6,Ministère de l'Enseignement supérieur et de la Recherche,https://www.onisep.fr/http/redirection/formation/slug/FOR.2170,"matières premières, fabrication, industries/agroalimentaire | sciences/biologie | agriculture, animaux/élevage, aquaculture | agriculture, animaux/pêche | sciences/sciences de la Terre"
331,13533125,,master,master mention ingénierie de la santé,,2 ans,bac + 5,39433,1,niveau 7,Ministère de l'Enseignement supérieur et de la Recherche,https://www.onisep.fr/http/redirection/formation/slug/FOR.10371,"matières premières, fabrication, industries/génie industriel | santé, social, sport/santé (généralités)"
134,,,formation d'école spécialisée,animation 3D,,6 ans,bac + 5,,0,non inscrit au RNCP,non renseigné,https://www.onisep.fr/http/redirection/formation/slug/FOR.1672,"arts, culture, artisanat/arts graphiques"
335,44633524,BPJEPS,"brevet professionnel de la jeunesse, de l'éducation populaire et du sport",BPJEPS spécialité éducateur sportif mention boxe,,1 an,bac ou équivalent,37107,4,niveau 4,Ministère chargé des sports,https://www.onisep.fr/http/redirection/formation/slug/FOR.9405,"santé, social, sport/sport"
214,,,formation d'école spécialisée,cycle préparatoire d'études en paysage,CPEP,2 ans,bac + 2,,0,non inscrit au RNCP,non renseigné,https://www.onisep.fr/http/redirection/formation/slug/FOR.3737,"environnement, énergies, propreté/aménagement paysager"
,,,formation d'école spécialisée,cycle préparatoire ISEP associé au Lycée Saint-Joseph (Avignon) - prépa associée avec parcours sécurisé ouvert,ISEP,2 ans,bac + 2,,0,non inscrit au RNCP,non renseigné,https://www.onisep.fr/http/redirection/formation/slug/FOR.9798,"matières premières, fabrication, industries/génie industriel | informatique, Internet/informatique (généralités) | sciences/mathématiques | sciences/physique"
222,36C22201,,formation d'école spécialisée,technicien spécialisé des laboratoires parfum cosmétique et arômes,,2 ans,bac + 2,36892,3,niveau 5,non renseigné,https://www.onisep.fr/http/redirection/formation/slug/FOR.8184,sciences/chimie
133,,,formation d'école spécialisée,formation scène pour danseur,,1 an,bac + 1,,0,non inscrit au RNCP,non renseigné,https://www.onisep.fr/http/redirection/formation/slug/FOR.4163,"arts, culture, artisanat/arts du spectacle"
326,46T32601,TP,titre professionnel,TP technicien d'assistance en informatique,,1 an,bac ou équivalent,37681,4,niveau 4,"Ministère du travail, de l'emploi et du dialogue social",https://www.onisep.fr/http/redirection/formation/slug/FOR.9279,"électricité, électronique, robotique/électronique | informatique, Internet/informatique (généralités) | informatique, Internet/systèmes et réseaux"
313,,,diplôme d'école de commerce visé (bac + 3),diplôme supérieur en management et gestion,,3 ans,bac + 3,37971,2,niveau 6,non renseigné,https://www.onisep.fr/http/redirection/formation/slug/FOR.9775,"information-communication, audiovisuel/communication | commerce, marketing, vente/marketing, vente"
311,,mastère spé.,mastère spécialisé,mastère spé. Smart Mobility - Transformation numérique des systèmes de mobilité (École des Ponts ParisTech - TELECOM Paris),,1 an,bac + 6,37264,1,niveau 7,non renseigné,https://www.onisep.fr/http/redirection/formation/slug/FOR.4133,"mécanique/automatismes | électricité, électronique, robotique/électronique | logistique, transport/transport"
128,16X12801,mastère spé.,mastère spécialisé,mastère spé. juriste Manager international,,1 an,bac + 6,36627,1,niveau 7,non renseigné,https://www.onisep.fr/http/redirection/formation/slug/FOR.2958,"économie, droit, politique/droit international"
