code_nsf,code_scolarite,sigle_type_formation,libelle_type_formation,libelle_formation_principal,sigle_formation,duree,niveau_de_sortie_indicatif,code_rncp,niveau_de_certification,libelle_niveau_de_certification,tutelle,url_et_id_onisep,domainesous-domaine
133,,,formation d'école spécialisée,certificat d'école d'études supérieures chorégraphiques,,2 ans,bac + 2,,0,non inscrit au RNCP,Ministère de la Culture et de la communication,https://www.onisep.fr/http/redirection/formation/slug/FOR.2913,"arts, culture, artisanat/arts du spectacle"
243,50024320,CAP,certificat d'aptitude professionnelle,CAP cordonnerie multiservice,,2 ans,CAP ou équivalent,37251,5,niveau 3,Ministère chargé de l'Éducation nationale,https://www.onisep.fr/http/redirection/formation/slug/FOR.504,"matières premières, fabrication, industries/textile, habillement | mécanique/travail des métaux"
312,36X31203,,formation d'école spécialisée,chargé de clientèle,,1 an,bac + 2,34809,3,niveau 5,non renseigné,https://www.onisep.fr/http/redirection/formation/slug/FOR.3667,"commerce, marketing, vente/marketing, vente"
315,16X31518,,formation d'école spécialisée,manager des ressources humaines (PPA),,2 ans,bac + 5,39091,1,niveau 7,non renseigné,https://www.onisep.fr/http/redirection/formation/slug/FOR.10258,"gestion des entreprises, comptabilité/administration de l'entreprise | gestion des entreprises, comptabilité/ressources humaines"
326,,,formation d'école spécialisée,"bachelor européen en informatique, réseaux et sécurité",DEESIRS,1 an,bac + 3,,0,non inscrit au RNCP,non renseigné,https://www.onisep.fr/http/redirection/formation/slug/FOR.4049,"informatique, Internet/bases de données | information-communication, audiovisuel/multimédia | informatique, Internet/systèmes et réseaux"
326,26R32601,,formation d'école spécialisée,"coordinateur de projets informatiques (infrastructures cloud, applicatives ou data)",,1 an,bac + 3,38478,2,niveau 6,non renseigné,https://www.onisep.fr/http/redirection/formation/slug/FOR.9873,"informatique, Internet/informatique (généralités) | informatique, Internet/systèmes et réseaux | information-communication, audiovisuel/technologies de l'information"
242,26X24203,,formation d'école spécialisée,chef de produit pour les entreprises de mode et d'habillement,,4 ans,bac + 4,34722,2,niveau 6,Ministère de l'Enseignement supérieur et de la Recherche,https://www.onisep.fr/http/redirection/formation/slug/FOR.1614,"arts, culture, artisanat/arts graphiques"
227,,,formation d'école spécialisée,DHET nouvelles technologies de l'énergie,,1 an,bac + 5,,0,non inscrit au RNCP,non renseigné,https://www.onisep.fr/http/redirection/formation/slug/FOR.3753,"environnement, énergies, propreté/énergies | environnement, énergies, propreté/environnement (généralités)"
250,,FCIL,formation complémentaire d'initiative locale,FCIL électricien du spectacle,,1 an,bac + 1,,0,non inscrit au RNCP,non renseigné,https://www.onisep.fr/http/redirection/formation/slug/FOR.1004,"arts, culture, artisanat/arts du spectacle | électricité, électronique, robotique/électrotechnique"
310,26531020,,diplôme d'école de commerce visé (bac + 3),"diplôme supérieur en marketing, commerce et gestion (EGC Sens)",,3 ans,bac + 3,39545,2,niveau 6,non renseigné,https://www.onisep.fr/http/redirection/formation/slug/FOR.8796,"gestion des entreprises, comptabilité/administration de l'entreprise | commerce, marketing, vente/marketing, vente"
315,,,préparation aux concours de la fonction publique,préparation au concours d'inspecteur du travail,,1 an,bac + 4,,0,non inscrit au RNCP,non renseigné,https://www.onisep.fr/http/redirection/formation/slug/FOR.2345,"économie, droit, politique/droit social"
254,46T25402,TP,titre professionnel,TP technicien en chaudronnerie,,1 an,bac ou équivalent,34858,4,niveau 4,"Ministère du travail, de l'emploi et du dialogue social",https://www.onisep.fr/http/redirection/formation/slug/FOR.3349,mécanique/travail des métaux
234,17023402,,diplôme d'ingénieur,diplôme d'ingénieur de l'École nationale supérieure des technologies et industries du bois de l'université de Lorraine,ENSTIB,3 ans,bac + 5,38084,1,niveau 7,Ministère de l'Enseignement supérieur et de la Recherche,https://www.onisep.fr/http/redirection/formation/slug/FOR.1051,"informatique, Internet/bases de données | sciences/biologie | matières premières, fabrication, industries/bois | matières premières, fabrication, industries/céramique, composites | sciences/chimie | environnement, énergies, propreté/énergies | environnement, énergies, propreté/environnement (généralités) | construction, architecture, travaux publics/équipement technique | matières premières, fabrication, industries/études et développement | matières premières, fabrication, industries/fonction production (généralités) | construction, architecture, travaux publics/génie civil, construction (généralités) | matières premières, fabrication, industries/génie industriel | informatique, Internet/informatique (généralités) | logistique, transport/logistique | matières premières, fabrication, industries/matériaux | matières premières, fabrication, industries/méthodes industrialisation | sciences/physique"
234,46T23401,TP,titre professionnel,TP technicien d'études en construction bois,,2 ans,bac ou équivalent,35181,4,niveau 4,"Ministère du travail, de l'emploi et du dialogue social",https://www.onisep.fr/http/redirection/formation/slug/FOR.4382,"matières premières, fabrication, industries/bois | construction, architecture, travaux publics/bureau d'études BTP | construction, architecture, travaux publics/charpente, couverture | construction, architecture, travaux publics/menuiserie"
326,,,formation d'école spécialisée,consultant ERP SAP,,2 ans,bac + 5,,0,non inscrit au RNCP,non renseigné,https://www.onisep.fr/http/redirection/formation/slug/FOR.10978,"informatique, Internet/développement, programmation, logiciel | informatique, Internet/informatique de gestion | information-communication, audiovisuel/technologies de l'information"
313,,,diplôme d'école de commerce visé de niveau bac + 4 ou 5,diplôme supérieur en finance des marchés et des entreprises,,2 ans,bac + 5,35833,1,niveau 7,non renseigné,https://www.onisep.fr/http/redirection/formation/slug/FOR.8661,"gestion des entreprises, comptabilité/administration de l'entreprise"
200,17020014,,diplôme d'ingénieur,diplôme d'ingénieur de l'École centrale de Nantes,ECN,3 ans,bac + 5,17327,1,niveau 7,Ministère de l'Enseignement supérieur et de la Recherche,https://www.onisep.fr/http/redirection/formation/slug/FOR.10745,"gestion des entreprises, comptabilité/administration de l'entreprise | mécanique/aéronautique | arts, culture, artisanat/arts du spectacle | arts, culture, artisanat/arts graphiques | mécanique/automatismes | informatique, Internet/bases de données | informatique, Internet/développement, programmation, logiciel | électricité, électronique, robotique/électronique | environnement, énergies, propreté/énergies | matières premières, fabrication, industries/études et développement | construction, architecture, travaux publics/génie civil | matières premières, fabrication, industries/génie industriel | histoire-géographie, psychologie, sociologie/géographie | matières premières, fabrication, industries/matériaux | sciences/mathématiques | mécanique/mécanique (généralités) | matières premières, fabrication, industries/méthodes industrialisation | santé, social, sport/santé (généralités) | sciences/sciences de la Terre | logistique, transport/transport | environnement, énergies, propreté/urbanisme"
343,25034349,,licence professionnelle,licence pro mention génie des procédés pour l'environnement,,1 an,bac + 3,30063,2,niveau 6,Ministère de l'Enseignement supérieur et de la Recherche,https://www.onisep.fr/http/redirection/formation/slug/FOR.5178,"environnement, énergies, propreté/déchets, pollutions et risques | environnement, énergies, propreté/environnement (généralités)"
,,,licence,licence mention sciences des systèmes communicants,,3 ans,bac + 3,36963,2,niveau 6,non renseigné,https://www.onisep.fr/http/redirection/formation/slug/FOR.7408,"électricité, électronique, robotique/électronique"
232,56X23202,,formation d'école spécialisée,ouvrier en écoconstruction,,1 an,CAP ou équivalent,34799,5,niveau 3,non renseigné,https://www.onisep.fr/http/redirection/formation/slug/FOR.10860,"construction, architecture, travaux publics/charpente, couverture | environnement, énergies, propreté/énergies | environnement, énergies, propreté/environnement (généralités) | construction, architecture, travaux publics/génie civil, construction (généralités) | construction, architecture, travaux publics/maçonnerie, béton armé"
210,46421004,,formation d'école spécialisée,technicien entrepreneur en agriculture,,1 an,bac ou équivalent,37612,4,niveau 4,non renseigné,https://www.onisep.fr/http/redirection/formation/slug/FOR.9072,"agriculture, animaux/agriculture (généralités) | agriculture, animaux/développement agricole"
321,,,formation d'école spécialisée,marketing et communication,,2 ans,bac + 5,,0,non inscrit au RNCP,non renseigné,https://www.onisep.fr/http/redirection/formation/slug/FOR.4335,"information-communication, audiovisuel/communication | information-communication, audiovisuel/journalisme, édition, publicité | commerce, marketing, vente/marketing, vente"
212,,,formation d'école spécialisée,diplôme national d'internat en clinique animale des écoles vétérinaires,,1 an,bac + 7,,0,non inscrit au RNCP,Ministère de l'Agriculture et de la Souveraineté alimentaire,https://www.onisep.fr/http/redirection/formation/slug/FOR.1646,"agriculture, animaux/soins aux animaux"
200,17020059,,diplôme d'ingénieur,diplôme d'ingénieur de l'Institut catholique d'arts et métiers en partenariat avec l'ITII Bretagne,ICAM,3 ans,bac + 5,,1,niveau 7,Ministère de l'Enseignement supérieur et de la Recherche,https://www.onisep.fr/http/redirection/formation/slug/FOR.10413,"gestion des entreprises, comptabilité/administration de l'entreprise | mécanique/aéronautique | mécanique/automatismes | électricité, électronique, robotique/électrotechnique | environnement, énergies, propreté/énergies | matières premières, fabrication, industries/génie industriel | mécanique/mécanique (généralités) | information-communication, audiovisuel/technologies de l'information"
,,,formation d'école spécialisée,formation Lyon Centrale Digital Lab,,1 an,bac + 6,,0,non inscrit au RNCP,non renseigné,https://www.onisep.fr/http/redirection/formation/slug/FOR.9360,"matières premières, fabrication, industries/fonction production (généralités)"
335,33633502,DEJEPS,"diplôme d'État de la jeunesse, de l'éducation populaire et du sport",DEJEPS spécialité perfectionnement sportif mention escalade,,2 ans,bac + 2,38890,3,niveau 5,Ministère chargé des sports,https://www.onisep.fr/http/redirection/formation/slug/FOR.9980,"santé, social, sport/sport"
332,26033206,,diplôme d'État du travail social,diplôme d'État de conseiller en économie sociale familiale,DECESF,1 an,bac + 3,37678,2,niveau 6,Ministère chargé des solidarités et de la cohésion sociale,https://www.onisep.fr/http/redirection/formation/slug/FOR.1185,"santé, social, sport/travail social"
335,33633502,DEJEPS,"diplôme d'État de la jeunesse, de l'éducation populaire et du sport",DEJEPS spécialité perfectionnement sportif mention athlétisme et disciplines associées,,2 ans,bac + 2,39659,3,niveau 5,Ministère chargé des sports,https://www.onisep.fr/http/redirection/formation/slug/FOR.10497,"santé, social, sport/sport"
314,46E31401,,formation d'école spécialisée,assistant de comptabilité et d'administration en PME/TPE,,1 an,bac ou équivalent,38506,4,niveau 4,non renseigné,https://www.onisep.fr/http/redirection/formation/slug/FOR.9720,"gestion des entreprises, comptabilité/administration de l'entreprise | gestion des entreprises, comptabilité/comptabilité | gestion des entreprises, comptabilité/secrétariat"
,,,diplôme d'ingénieur,diplôme d'ingénieur de l'Institut supérieur aquitain du bâtiment et des travaux publics de l'université de Pau spécialité informatique,ISA BTP,3 ans,bac + 5,,1,niveau 7,non renseigné,https://www.onisep.fr/http/redirection/formation/slug/FOR.9376,"informatique, Internet/informatique (généralités)"
336,32033610,BTS,brevet de technicien supérieur,"BTS métiers de l'esthétique, de la cosmétique et de la parfumerie option B formation - marques",MECP,2 ans,bac + 2,37375,3,niveau 5,Ministère chargé de l'Éducation nationale,https://www.onisep.fr/http/redirection/formation/slug/FOR.8499,"santé, social, sport/esthétique | commerce, marketing, vente/grande distribution et petits commerces"
331,36033105,,diplôme d'État du paramédical,diplôme d'État de puéricultrice,,1 an,bac + 4,38529,2,niveau 6,Ministère des Solidarités et de la Santé,https://www.onisep.fr/http/redirection/formation/slug/FOR.3319,"santé, social, sport/paramédical"
255 | 326,1702550B,,diplôme d'ingénieur,diplôme d'ingénieur de l'École polytechnique universitaire de l'université Sorbonne Université spécialité électronique et informatique,Polytech,3 ans,bac + 5,39277,1,niveau 7,Ministère de l'Enseignement supérieur et de la Recherche,https://www.onisep.fr/http/redirection/formation/slug/FOR.10704,"mécanique/aéronautique | électricité, électronique, robotique/électronique | informatique, Internet/informatique (généralités) | informatique, Internet/informatique industrielle et technologique"
253,,mastère spé.,mastère spécialisé,mastère spé. Unmanned Aircraft Systems Services and Management,,1 an,bac + 6,,0,non inscrit au RNCP,non renseigné,https://www.onisep.fr/http/redirection/formation/slug/FOR.4612,mécanique/aéronautique
200,2502001Y,,licence professionnelle,licence pro mention maintenance et technologie : systèmes pluritechniques,,1 an,bac + 3,30092,2,niveau 6,Ministère de l'Enseignement supérieur et de la Recherche,https://www.onisep.fr/http/redirection/formation/slug/FOR.5200,"mécanique/automatismes | informatique, Internet/informatique industrielle et technologique | matières premières, fabrication, industries/maintenance, qualité"
233,16X23305,,formation d'école spécialisée,architecte d'intérieur - designer d'espace,,2 ans,bac + 5,34456,1,niveau 7,non renseigné,https://www.onisep.fr/http/redirection/formation/slug/FOR.7115,"construction, architecture, travaux publics/agencement | arts, culture, artisanat/arts appliqués | arts, culture, artisanat/arts graphiques | construction, architecture, travaux publics/génie civil"
251,17020052,,diplôme d'ingénieur,diplôme d'ingénieur de l'École polytechnique universitaire de l'université Lyon I spécialité génie industriel,Polytech,3 ans,bac + 5,39790,1,niveau 7,Ministère de l'Enseignement supérieur et de la Recherche,https://www.onisep.fr/http/redirection/formation/slug/FOR.5424,"gestion des entreprises, comptabilité/administration de l'entreprise | mécanique/automatismes | matières premières, fabrication, industries/fonction production (généralités) | matières premières, fabrication, industries/génie industriel | matières premières, fabrication, industries/méthodes industrialisation"
232 | 233 | 230,16X23002,,formation d'école spécialisée,ingénieur d'affaires de la construction,,3 ans,bac + 5,39222,1,niveau 7,non renseigné,https://www.onisep.fr/http/redirection/formation/slug/FOR.10338,"environnement, énergies, propreté/aménagement paysager | construction, architecture, travaux publics/bureau d'études BTP | construction, architecture, travaux publics/génie civil | construction, architecture, travaux publics/génie civil, construction (généralités)"
221,46M22102,BTM,brevet technique des métiers,BTM glacier fabricant,,2 ans,bac ou équivalent,34312,4,niveau 4,Chambres de métiers et de l'artisanat,https://www.onisep.fr/http/redirection/formation/slug/FOR.444,"matières premières, fabrication, industries/agroalimentaire | commerce, marketing, vente/grande distribution et petits commerces"
221,45322103,BP,brevet professionnel,BP conducteur de ligne de production alimentaire,,2 ans,bac ou équivalent,39156,4,niveau 4,Ministère de l'Agriculture et de la Souveraineté alimentaire,https://www.onisep.fr/http/redirection/formation/slug/FOR.10079,"matières premières, fabrication, industries/agroalimentaire"
326,16032601,,formation d'école spécialisée,expert en ingénierie informatique et innovation numérique,,2 ans,bac + 5,39425,1,niveau 7,non renseigné,https://www.onisep.fr/http/redirection/formation/slug/FOR.10424,"informatique, Internet/bases de données | informatique, Internet/développement, programmation, logiciel | informatique, Internet/informatique (généralités) | informatique, Internet/systèmes et réseaux | information-communication, audiovisuel/technologies de l'information"
320,26X32021,,formation d'école spécialisée,responsable de communication (AIPF),,3 ans,bac + 3,34919,2,niveau 6,non renseigné,https://www.onisep.fr/http/redirection/formation/slug/FOR.4254,"information-communication, audiovisuel/communication"
231,32023108,BTS,brevet de technicien supérieur,BTS métiers du géomètre-topographe et de la modélisation numérique,,2 ans,bac + 2,37707,3,niveau 5,Ministère de l'Enseignement supérieur et de la Recherche,https://www.onisep.fr/http/redirection/formation/slug/FOR.576,"construction, architecture, travaux publics/bureau d'études BTP | sciences/sciences de la Terre | environnement, énergies, propreté/urbanisme"
,,,bachelor en sciences et ingénierie,"bachelor en sciences et ingénierie - sciences, technologies de l'information et humanités",ENSEA,3 ans,bac + 3,,2,niveau 6,non renseigné,https://www.onisep.fr/http/redirection/formation/slug/FOR.8514,"histoire-géographie, psychologie, sociologie/histoire | histoire-géographie, psychologie, sociologie/sciences humaines et sociales (généralités) | information-communication, audiovisuel/technologies de l'information"
251,17025123,,diplôme d'ingénieur,diplôme d'ingénieur de l'université de technologie de Belfort-Montbéliard spécialité mécanique,UTBM,3 ans,bac + 5,38640,1,niveau 7,Ministère de l'Enseignement supérieur et de la Recherche,https://www.onisep.fr/http/redirection/formation/slug/FOR.5694,"mécanique/automatismes | environnement, énergies, propreté/énergies | matières premières, fabrication, industries/études et développement | matières premières, fabrication, industries/fonction production (généralités) | matières premières, fabrication, industries/matériaux | sciences/mathématiques | mécanique/mécanique (généralités) | sciences/physique"
,,,formation d'école spécialisée,prépa Passerelle ITECH - parcours sécurisé PCSI-PSI du lycée Saint Denis (Annonay),,2 ans,non renseigné,,0,non inscrit au RNCP,non renseigné,https://www.onisep.fr/http/redirection/formation/slug/FOR.10799,"sciences/chimie | matières premières, fabrication, industries/génie industriel"
331,36X33102,,formation d'école spécialisée,délégué pharmaceutique (Akalis - Collège de Paris),,1 an,bac + 2,37056,3,niveau 5,non renseigné,https://www.onisep.fr/http/redirection/formation/slug/FOR.8469,"santé, social, sport/paramédical"
128,,,formation d'école spécialisée,programme de 4e année de droit,,1 an,bac + 4,,0,non inscrit au RNCP,non renseigné,https://www.onisep.fr/http/redirection/formation/slug/FOR.9264,"économie, droit, politique/droit (généralités)"
255,46T25501,TP,titre professionnel,TP technicien d'intervention de réseaux de télécommunications en fibre optique,,1 an,bac ou équivalent,37445,4,niveau 4,"Ministère du travail, de l'emploi et du dialogue social",https://www.onisep.fr/http/redirection/formation/slug/FOR.9096,"électricité, électronique, robotique/électronique | électricité, électronique, robotique/télécommunications"
,,,licence,"licence mention informatique, management (double diplôme licence - DU)",,3 ans,bac + 3,,2,niveau 6,Ministère de l'Enseignement supérieur et de la Recherche,https://www.onisep.fr/http/redirection/formation/slug/FOR.6733,"gestion des entreprises, comptabilité/administration de l'entreprise | informatique, Internet/informatique (généralités)"
326,,,diplôme d'ingénieur,"diplôme d'ingénieur de l'École nationale supérieure d'électronique, informatique, télécommunications, mathématique et mécanique de Bordeaux de l'Institut polytechnique de Bordeaux spécialité télécommunications",ENSEIRB-MATMECA,3 ans,bac + 5,37603,1,niveau 7,Ministère de l'Enseignement supérieur et de la Recherche,https://www.onisep.fr/http/redirection/formation/slug/FOR.8954,"banque, assurances, immobilier/assurances | information-communication, audiovisuel/bibliothèque, documentation | informatique, Internet/développement, programmation, logiciel | électricité, électronique, robotique/électronique | banque, assurances, immobilier/finances | information-communication, audiovisuel/multimédia | électricité, électronique, robotique/télécommunications"
233,50023324,CAP,certificat d'aptitude professionnelle,CAP monteur en installations sanitaires,MIS,2 ans,CAP ou équivalent,38305,5,niveau 3,Ministère chargé de l'Éducation nationale,https://www.onisep.fr/http/redirection/formation/slug/FOR.1534,"environnement, énergies, propreté/énergies | construction, architecture, travaux publics/équipement technique"
112,26X22201,,formation d'école spécialisée,assistant ingénieur en biologie-biochimie-biotechnologies,,3 ans,bac + 3,38267,2,niveau 6,non renseigné,https://www.onisep.fr/http/redirection/formation/slug/FOR.9655,sciences/biologie
210,46321006,CS,certificat de spécialisation (agriculture),CS pilote de machines de bûcheronnage,,1 an,bac + 1,38334,4,niveau 4,Ministère de l'Agriculture et de la Souveraineté alimentaire,https://www.onisep.fr/http/redirection/formation/slug/FOR.4171,"matières premières, fabrication, industries/bois | agriculture, animaux/forêt | construction, architecture, travaux publics/génie civil, construction (généralités)"
335,46133502,CS (ex MC),certificat de spécialisation (ex MC),CS (ex MC) encadrement secteur sportif option activités physiques pour tous,E2S,1 an,bac + 1,36328,4,niveau 4,Ministère chargé de l'Éducation nationale,https://www.onisep.fr/http/redirection/formation/slug/FOR.7522,"santé, social, sport/sport"
323,,,formation d'école spécialisée,réalisateur animation 3D,,2 ans,bac + 5,39861,1,niveau 7,non renseigné,https://www.onisep.fr/http/redirection/formation/slug/FOR.11043,"arts, culture, artisanat/arts graphiques | information-communication, audiovisuel/audiovisuel | information-communication, audiovisuel/multimédia"
311,46131101,CS (ex MC),certificat de spécialisation (ex MC),CS (ex MC) accueil dans les transports,,1 an,bac + 1,38225,4,niveau 4,Ministère chargé de l'Éducation nationale,https://www.onisep.fr/http/redirection/formation/slug/FOR.789,"logistique, transport/transport"
323,,,formation d'école spécialisée,monteur - effets spéciaux d'oeuvres cinématographiques ou audiovisuelles,,3 ans,bac + 3,39751,2,niveau 6,Ministère de l'Enseignement supérieur et de la Recherche,https://www.onisep.fr/http/redirection/formation/slug/FOR.10765,"information-communication, audiovisuel/audiovisuel"
326,25132612,BUT,bachelor universitaire de technologie,BUT réseaux et télécommunications parcours réseaux opérateurs et multimédia,R&T - ROM,3 ans,bac + 3,35456,2,niveau 6,Ministère de l'Enseignement supérieur et de la Recherche,https://www.onisep.fr/http/redirection/formation/slug/FOR.8016,"information-communication, audiovisuel/audiovisuel | informatique, Internet/informatique (généralités) | information-communication, audiovisuel/multimédia | informatique, Internet/systèmes et réseaux | information-communication, audiovisuel/technologies de l'information | électricité, électronique, robotique/télécommunications"
324,,,formation de fonctionnaires (après concours),formation de secrétaire d'administration et de contrôle spécialité contrôle des transports terrestres,,1 an,bac ou équivalent,,0,non inscrit au RNCP,Ministère de la transition écologique et de la Cohésion des territoires,https://www.onisep.fr/http/redirection/formation/slug/FOR.8098,"information-communication, audiovisuel/communication | environnement, énergies, propreté/environnement (généralités) | économie, droit, politique/sciences politiques | gestion des entreprises, comptabilité/secrétariat | logistique, transport/transport"
320,,,formation d'école spécialisée,MBA spécialisé communication RSE et développement durable,,2 ans,bac + 5,,0,non inscrit au RNCP,non renseigné,https://www.onisep.fr/http/redirection/formation/slug/FOR.9055,"information-communication, audiovisuel/communication | environnement, énergies, propreté/environnement (généralités)"
323,50032310,CAP,certificat d'aptitude professionnelle,CAP assistant technique en instruments de musique option accordéon,,2 ans,CAP ou équivalent,36255,5,niveau 3,Ministère chargé de l'Éducation nationale,https://www.onisep.fr/http/redirection/formation/slug/FOR.5585,"arts, culture, artisanat/artisanat d'art"
136,,DU,diplôme d'université,DU diplôme intensif de l'Institut national des langues et civilisations orientales (INALCO),,1 an,bac + 1,,0,non inscrit au RNCP,non renseigné,https://www.onisep.fr/http/redirection/formation/slug/FOR.4565,"lettres, langues, enseignement/langues"
310,,,diplôme d'école de commerce visé de niveau bac + 4 ou 5,diplôme d'études supérieures spécialisées en management par l'innovation,DESSMI,2 ans,bac + 5,37475,1,niveau 7,non renseigné,https://www.onisep.fr/http/redirection/formation/slug/FOR.9425,"gestion des entreprises, comptabilité/administration de l'entreprise | matières premières, fabrication, industries/fonction production (généralités) | commerce, marketing, vente/marketing, vente"
320,16X32003,,formation d'école spécialisée,manager des stratégies communication marketing,,2 ans,bac + 5,36982,1,niveau 7,non renseigné,https://www.onisep.fr/http/redirection/formation/slug/FOR.8359,"information-communication, audiovisuel/communication | commerce, marketing, vente/marketing, vente"
312,26X31239,,formation d'école spécialisée,acheteur,,1 an,bac + 3,39399,2,niveau 6,non renseigné,https://www.onisep.fr/http/redirection/formation/slug/FOR.10581,"commerce, marketing, vente/achat, approvisionnement"
313,,MSc,Master of Science,MSc Finance and Big Data,,1 an,bac + 5,,0,non inscrit au RNCP,non renseigné,https://www.onisep.fr/http/redirection/formation/slug/FOR.4179,"banque, assurances, immobilier/assurances | informatique, Internet/bases de données | banque, assurances, immobilier/finances"
,,,diplôme d'ingénieur,diplôme d'ingénieur de l'Institut national des sciences appliquées de Rouen spécialité technologies de l'information et intelligence artificielle,INSA,3 ans,bac + 5,,1,niveau 7,non renseigné,https://www.onisep.fr/http/redirection/formation/slug/FOR.11077,"informatique, Internet/informatique (généralités) | information-communication, audiovisuel/technologies de l'information"
312,,MSc,Master of Science,MSc Arts and Creative Industries Management,,2 ans,bac + 5,,0,non inscrit au RNCP,non renseigné,https://www.onisep.fr/http/redirection/formation/slug/FOR.8292,"arts, culture, artisanat/activités culturelles | gestion des entreprises, comptabilité/administration de l'entreprise"
314,,MSc,Master of Science,MSc Corporate Finance and Fintech,,1 an,bac + 5,,0,non inscrit au RNCP,non renseigné,https://www.onisep.fr/http/redirection/formation/slug/FOR.1459,"gestion des entreprises, comptabilité/administration de l'entreprise | banque, assurances, immobilier/finances"
312,,,formation d'école spécialisée,Bachelor of Arts (Hons) in Global Marketing (Université de Coventry - GB),,1 an,bac + 3,,0,non inscrit au RNCP,non renseigné,https://www.onisep.fr/http/redirection/formation/slug/FOR.4607,"commerce, marketing, vente/marketing, vente"
123 | 120 | 330,13512313,,master,master mention sciences sociales,,2 ans,bac + 5,39059,1,niveau 7,Ministère de l'Enseignement supérieur et de la Recherche,https://www.onisep.fr/http/redirection/formation/slug/FOR.10281,"histoire-géographie, psychologie, sociologie/sciences humaines et sociales (généralités) | histoire-géographie, psychologie, sociologie/sciences sociales"
240,40024006,,baccalauréat professionnel,bac pro métiers de l'entretien des textiles option B pressing,,3 ans,bac ou équivalent,35807,4,niveau 4,Ministère chargé de l'Éducation nationale,https://www.onisep.fr/http/redirection/formation/slug/FOR.6853,"environnement, énergies, propreté/propreté | matières premières, fabrication, industries/textile, habillement"
311,,,formation d'école spécialisée,gestion de la sécurité et exploitation aéronautique,GSEA,3 ans,bac + 3,34855,2,niveau 6,Ministère chargé des transports,https://www.onisep.fr/http/redirection/formation/slug/FOR.2361,"mécanique/aéronautique | logistique, transport/transport"
314,13531445,,master,master mention contrôle de gestion et audit organisationnel,,2 ans,bac + 5,35918,1,niveau 7,Ministère de l'Enseignement supérieur et de la Recherche,https://www.onisep.fr/http/redirection/formation/slug/FOR.4927,"gestion des entreprises, comptabilité/administration de l'entreprise"
110 | 113 | 118 | 310,13511011,,master,master mention sciences pour l'environnement,,2 ans,bac + 5,37565,1,niveau 7,Ministère de l'Enseignement supérieur et de la Recherche,https://www.onisep.fr/http/redirection/formation/slug/FOR.4733,"environnement, énergies, propreté/environnement (généralités)"
326,16X3260A,,formation d'école spécialisée,ingénieur en développement de logiciels,,2 ans,bac + 5,36024,1,niveau 7,non renseigné,https://www.onisep.fr/http/redirection/formation/slug/FOR.7469,"informatique, Internet/développement, programmation, logiciel | matières premières, fabrication, industries/génie industriel | informatique, Internet/informatique (généralités) | informatique, Internet/informatique industrielle et technologique"
212,50321237,CAPa,certificat d'aptitude professionnelle agricole,CAPa palefrenier soigneur,,2 ans,CAP ou équivalent,38389,5,niveau 3,Ministère de l'Agriculture et de la Souveraineté alimentaire,https://www.onisep.fr/http/redirection/formation/slug/FOR.1467,"agriculture, animaux/élevage, aquaculture | agriculture, animaux/soins aux animaux"
234,40123410,BMA,brevet des métiers d'art,BMA technicien en facture instrumentale option guitare,,2 ans,bac ou équivalent,36340,4,niveau 4,Ministère chargé de l'Éducation nationale,https://www.onisep.fr/http/redirection/formation/slug/FOR.5818,"arts, culture, artisanat/artisanat d'art"
341,,,magistère,magistère aménagement,,3 ans,bac + 5,,0,non inscrit au RNCP,Ministère de l'Enseignement supérieur et de la Recherche,https://www.onisep.fr/http/redirection/formation/slug/FOR.846,"environnement, énergies, propreté/aménagement du territoire | environnement, énergies, propreté/urbanisme"
130,,CPGE,classe préparatoire littéraire et artistique,classe préparatoire de lettres (2e année ENS Ulm) lettres modernes,,1 an,bac + 2,,0,non inscrit au RNCP,Ministère de l'Enseignement supérieur et de la Recherche,https://www.onisep.fr/http/redirection/formation/slug/FOR.5918,"histoire-géographie, psychologie, sociologie/histoire | lettres, langues, enseignement/langues | lettres, langues, enseignement/lettres, linguistique | histoire-géographie, psychologie, sociologie/philosophie"
,,,formation d'école spécialisée,maquilleur professionnel,,1 an,non renseigné,,0,non inscrit au RNCP,non renseigné,https://www.onisep.fr/http/redirection/formation/slug/FOR.6624,"santé, social, sport/esthétique"
130,,CPGE,classe préparatoire littéraire et artistique,classe préparatoire de lettres (2e année ENS Ulm) théâtre,,1 an,bac + 2,,0,non inscrit au RNCP,Ministère de l'Enseignement supérieur et de la Recherche,https://www.onisep.fr/http/redirection/formation/slug/FOR.5776,"arts, culture, artisanat/arts du spectacle | histoire-géographie, psychologie, sociologie/histoire | lettres, langues, enseignement/langues | lettres, langues, enseignement/lettres, linguistique | histoire-géographie, psychologie, sociologie/philosophie"
310,16531002,,diplôme d'école de commerce visé de niveau bac + 4 ou 5,diplôme du programme grande école d'ICN,,3 ans,bac + 5,39271,1,niveau 7,Ministère de l'Enseignement supérieur et de la Recherche,https://www.onisep.fr/http/redirection/formation/slug/FOR.10402,"gestion des entreprises, comptabilité/administration de l'entreprise | commerce, marketing, vente/marketing, vente"
133,,,formation d'école spécialisée,diplôme d'études musicales,DEM,3 ans,bac ou équivalent,,0,non inscrit au RNCP,Ministère de la Culture et de la communication,https://www.onisep.fr/http/redirection/formation/slug/FOR.389,"arts, culture, artisanat/arts du spectacle"
